Number,Autor,Publication,Title,Journal,IF,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",XRD noises,"Cu2O-110, %","Cu2O-111, %","Cu2O-200, %","Cu2O-220, %","Cu-111, %","Cu-200, %","Cu-220, %",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),Crystal system,Simple cell,"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Facet,"Distance, nm",Facet,"Distance2, nm",Base,Electrodes,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h","Current density, mA/cm2",Type of reactor," Energy efficiency, %",Сarbon efficiency (equivalent to single-pass carbon efficiency (SPCE),"Loading, μg/cm2","Capacitance, (uF/cm2)","ECSA, cm2",R,"BET surface, m2/g"
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.30,CO,8.99,,-13.90,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.30,HCOOH,6.35,,-13.90,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.30,H2,13.76,,-13.90,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.40,C2H4,30.69,,-17.20,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.40,C2H5OH,49.74,,-17.20,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.40,CO,7.94,,-17.20,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.40,H2,16.40,,-17.20,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H4,33.33,,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H4,31.72,1.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H4,38.77,2.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H4,36.56,4.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H4,37.00,6.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H4,31.72,8.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H5OH,49.74,,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H5OH,48.02,1.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H5OH,45.37,2.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H5OH,48.02,4.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H5OH,46.70,6.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,C2H5OH,46.70,8.00,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,CO,6.35,,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.50,H2,14.29,,-20.49,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.60,C2H4,26.98,,-24.27,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.60,C2H5OH,40.74,,-24.27,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.60,CO,3.70,,-24.27,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.60,H2,22.22,,-24.27,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.70,C2H4,29.63,,-27.68,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.70,C2H5OH,43.92,,-27.68,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.70,CO,2.65,,-27.68,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.70,CH4,3.17,,-27.68,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KHCO3,0.1,6.8,-1.70,H2,16.93,,-27.68,H-cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.70,C2H4,42.93,,-161.63,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.70,C2H5OH,27.23,,-161.63,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.70,CO,13.09,,-161.63,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.70,CH4,4.19,,-161.63,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.70,H2,15.71,,-161.63,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.80,C2H4,57.07,,-177.67,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.80,C2H5OH,20.42,,-177.67,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.80,CO,13.61,,-177.67,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.80,CH4,6.81,,-177.67,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.80,H2,12.04,,-177.67,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H4,63.35,,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H4,62.11,1.00,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H4,68.28,2.00,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H4,68.72,3.00,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H4,71.81,4.00,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H4,44.93,5.00,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H5OH,15.18,,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H5OH,18.06,1.00,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H5OH,18.50,2.00,-190.93,Flow cell,,,,550.00,,,27.04
41,,2024,Mesoporous Cu2O microspheres for highly efficient C2 chemicals production from CO2 electroreduction,Journal of Colloid and Interface Science,,https://doi.org/10.1016/j.jcis.2024.05.179,Cu2O-M,Cu1O0.5,Cu2O,,100.00,Medium,6.11,53.09,21.88,18.92,0.00,0.00,0.00,porrous spherical,18.63,700.00,700.00,700.00,700.00,700.00,700.00,,,0.00,100.00,0.00,,,,,glassy-carbon electrode,Ag/AgCl,KOH,1,14,-1.90,C2H5OH,15.42,3.00,-190.93,Flow cell,,,,550.00,,,27.04
