,Number,Autor,Publication,Title,Journal,IF,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h","Current density, mA/cm2",Type of reactor," Energy efficiency, %",Сarbon efficiency (equivalent to single-pass carbon efficiency (SPCE),"Loading, μg/cm2","Capacitance, (uF/cm2)","ECSA, cm2",R,"BET surface, m2/g"
793,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,C2H4,52.3,,-600.0,Flow cell,,,102.04,2900.0,,,
794,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,C2H5OH,15.3,,-600.0,Flow cell,,,102.04,2900.0,,,
795,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-2.56,C3H7OH,2.7,,-600.0,Flow cell,,,102.04,2900.0,,,
796,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,H2,3.8,,-800.0,Flow cell,,,102.04,2900.0,,,
797,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,CO,17.6,,-800.0,Flow cell,,,102.04,2900.0,,,
798,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,CH4,0.2,,-800.0,Flow cell,,,102.04,2900.0,,,
799,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,HCOOH,2.3,,-800.0,Flow cell,,,102.04,2900.0,,,
800,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,CH3COOH,9.8,,-800.0,Flow cell,,,102.04,2900.0,,,
801,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,C2H4,58.2,,-800.0,Flow cell,,,102.04,2900.0,,,
802,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,C2H5OH,12.2,,-800.0,Flow cell,,,102.04,2900.0,,,
803,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.06,C3H7OH,0.8,,-800.0,Flow cell,,,102.04,2900.0,,,
804,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,H2,3.7,,-1000.0,Flow cell,,,102.04,2900.0,,,
805,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,CO,14.1,,-1000.0,Flow cell,,,102.04,2900.0,,,
806,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,CH4,0.3,,-1000.0,Flow cell,,,102.04,2900.0,,,
807,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,HCOOH,1.7,,-1000.0,Flow cell,,,102.04,2900.0,,,
808,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,CH3COOH,6.0,,-1000.0,Flow cell,,,102.04,2900.0,,,
809,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,C2H4,61.3,,-1000.0,Flow cell,,,102.04,2900.0,,,
810,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,C2H5OH,14.9,,-1000.0,Flow cell,,,102.04,2900.0,,,
811,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-3.56,C3H7OH,1.8,,-1000.0,Flow cell,,,102.04,2900.0,,,
812,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,H2,10.7,,-1200.0,Flow cell,,,102.04,2900.0,,,
813,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,CO,9.8,,-1200.0,Flow cell,,,102.04,2900.0,,,
814,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,CH4,3.0,,-1200.0,Flow cell,,,102.04,2900.0,,,
815,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,HCOOH,1.8,,-1200.0,Flow cell,,,102.04,2900.0,,,
816,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,CH3COOH,8.7,,-1200.0,Flow cell,,,102.04,2900.0,,,
817,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,C2H4,48.7,,-1200.0,Flow cell,,,102.04,2900.0,,,
818,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,C2H5OH,15.2,,-1200.0,Flow cell,,,102.04,2900.0,,,
819,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,3DOP Cu2OCO,Cu0.6807O0.3193,Cu2O,CuO,69.49,porrous cuboctahedron,217.5,1200.0,1500.0,1600.0,1200.0,1500.0,1600.0,0.0,82.0,18.0,gasdiffusion electrode,KOH,1.0,14.0,-4.06,C3H7OH,1.1,,-1200.0,Flow cell,,,102.04,2900.0,,,
820,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,H2,27.4,,-4.62,H-cell,,,102.04,1600.0,,,
821,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CO,4.1,,-4.62,H-cell,,,102.04,1600.0,,,
822,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH4,5.9,,-4.62,H-cell,,,102.04,1600.0,,,
823,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,HCOOH,16.9,,-4.62,H-cell,,,102.04,1600.0,,,
824,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH3COOH,0.4,,-4.62,H-cell,,,102.04,1600.0,,,
825,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H4,30.6,,-4.62,H-cell,,,102.04,1600.0,,,
826,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H5OH,8.2,,-4.62,H-cell,,,102.04,1600.0,,,
827,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C3H7OH,0.9,,-4.62,H-cell,,,102.04,1600.0,,,
828,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,11.0,,-6.98,H-cell,,,102.04,1600.0,,,
829,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,1.9,,-6.98,H-cell,,,102.04,1600.0,,,
830,29.0,"Fan, Longlong and Geng, Qinghong and Ma, Lian and Wang, Chengming and Li, Jun-Xuan and Zhu, Wei and Shao, Ruiwen and Li, Wei and Feng, Xiao and Yamauchi, Yusuke and Li, Cuiling and Jiang, Lei",2023.0,Evoking C2+ production from electrochemical CO2 reduction by the steric confinement effect of ordered porous Cu2O,Chemical Science,,https://doi.org/10.1039/D3SC04840C,Cu2O-CO,Cu1O0.655,Cu2O,CuO,52.67,cuboctahedron,,750.0,750.0,750.0,750.0,750.0,750.0,0.0,69.0,31.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CH4,10.3,,-6.98,H-cell,,,102.04,1600.0,,,
